full_name,plate,well,diploid?
EVO2D_IRA1_NON_R1_T22_Plate5-E11,EVO2D_IRA1_NON_R1_T22_Plate5,E11,y
EVO2D_IRA1_NON_R1_T22_Plate5-E12,EVO2D_IRA1_NON_R1_T22_Plate5,E12,y
EVO2D_IRA1_NON_R1_T22_Plate5-F1,EVO2D_IRA1_NON_R1_T22_Plate5,F1,y
EVO2D_IRA1_NON_R1_T22_Plate5-F2,EVO2D_IRA1_NON_R1_T22_Plate5,F2,y
EVO2D_IRA1_NON_R1_T22_Plate5-F3,EVO2D_IRA1_NON_R1_T22_Plate5,F3,y
EVO2D_IRA1_NON_R1_T22_Plate5-F4,EVO2D_IRA1_NON_R1_T22_Plate5,F4,
EVO2D_IRA1_NON_R1_T22_Plate5-F5,EVO2D_IRA1_NON_R1_T22_Plate5,F5,y
EVO2D_IRA1_NON_R1_T22_Plate5-F6,EVO2D_IRA1_NON_R1_T22_Plate5,F6,?
EVO2D_IRA1_NON_R1_T22_Plate5-F7,EVO2D_IRA1_NON_R1_T22_Plate5,F7,y
EVO2D_IRA1_NON_R1_T22_Plate5-F8,EVO2D_IRA1_NON_R1_T22_Plate5,F8,y
EVO2D_IRA1_NON_R1_T22_Plate5-F9,EVO2D_IRA1_NON_R1_T22_Plate5,F9,
EVO2D_IRA1_NON_R1_T22_Plate5-F10,EVO2D_IRA1_NON_R1_T22_Plate5,F10,y
EVO2D_IRA1_NON_R1_T22_Plate5-F11,EVO2D_IRA1_NON_R1_T22_Plate5,F11,y
EVO2D_IRA1_NON_R1_T22_Plate5-F12,EVO2D_IRA1_NON_R1_T22_Plate5,F12,y
EVO2D_IRA1_NON_R1_T22_Plate5-G1,EVO2D_IRA1_NON_R1_T22_Plate5,G1,y
EVO2D_IRA1_NON_R1_T22_Plate5-G2,EVO2D_IRA1_NON_R1_T22_Plate5,G2,y
EVO2D_IRA1_NON_R1_T22_Plate5-G3,EVO2D_IRA1_NON_R1_T22_Plate5,G3,y
EVO2D_IRA1_NON_R1_T22_Plate5-G4,EVO2D_IRA1_NON_R1_T22_Plate5,G4,y
EVO2D_IRA1_NON_R1_T22_Plate5-G5,EVO2D_IRA1_NON_R1_T22_Plate5,G5,
EVO2D_IRA1_NON_R1_T22_Plate5-G6,EVO2D_IRA1_NON_R1_T22_Plate5,G6,y
EVO2D_IRA1_NON_R1_T22_Plate5-G7,EVO2D_IRA1_NON_R1_T22_Plate5,G7,y
EVO2D_IRA1_NON_R1_T22_Plate5-G8,EVO2D_IRA1_NON_R1_T22_Plate5,G8,y
EVO2D_IRA1_NON_R1_T22_Plate5-G9,EVO2D_IRA1_NON_R1_T22_Plate5,G9,y
EVO2D_IRA1_NON_R1_T22_Plate5-G10,EVO2D_IRA1_NON_R1_T22_Plate5,G10,?
EVO2D_IRA1_NON_R1_T22_Plate5-G11,EVO2D_IRA1_NON_R1_T22_Plate5,G11,
EVO2D_IRA1_NON_R1_T22_Plate5-G12,EVO2D_IRA1_NON_R1_T22_Plate5,G12,
EVO2D_IRA1_NON_R1_T22_Plate5-H1,EVO2D_IRA1_NON_R1_T22_Plate5,H1,y
EVO2D_IRA1_NON_R1_T22_Plate5-H2,EVO2D_IRA1_NON_R1_T22_Plate5,H2,y
EVO2D_IRA1_NON_R1_T22_Plate5-H3,EVO2D_IRA1_NON_R1_T22_Plate5,H3,
EVO2D_IRA1_NON_R1_T22_Plate5-H4,EVO2D_IRA1_NON_R1_T22_Plate5,H4,y
EVO2D_IRA1_NON_R1_T22_Plate5-H5,EVO2D_IRA1_NON_R1_T22_Plate5,H5,y
EVO2D_IRA1_NON_R1_T22_Plate5-H6,EVO2D_IRA1_NON_R1_T22_Plate5,H6,y
EVO2D_IRA1_NON_R1_T22_Plate5-H7,EVO2D_IRA1_NON_R1_T22_Plate5,H7,y
EVO2D_IRA1_NON_R1_T22_Plate5-H8,EVO2D_IRA1_NON_R1_T22_Plate5,H8,y
EVO2D_IRA1_NON_R1_T22_Plate5-H9,EVO2D_IRA1_NON_R1_T22_Plate5,H9,y
EVO2D_IRA1_NON_R1_T22_Plate5-H10,EVO2D_IRA1_NON_R1_T22_Plate5,H10,?
EVO2D_IRA1_NON_R1_T22_Plate5-H11,EVO2D_IRA1_NON_R1_T22_Plate5,H11,y
EVO2D_IRA1_NON_R1_T22_Plate5-H12,EVO2D_IRA1_NON_R1_T22_Plate5,H12,y
EVO2D_IRA1_NON_R2_T22_Plate1-A1,EVO2D_IRA1_NON_R2_T22_Plate1,A1,
EVO2D_IRA1_NON_R2_T22_Plate1-A2,EVO2D_IRA1_NON_R2_T22_Plate1,A2,y
EVO2D_IRA1_NON_R2_T22_Plate1-A3,EVO2D_IRA1_NON_R2_T22_Plate1,A3,
EVO2D_IRA1_NON_R2_T22_Plate1-A4,EVO2D_IRA1_NON_R2_T22_Plate1,A4,y
EVO2D_IRA1_NON_R2_T22_Plate1-A5,EVO2D_IRA1_NON_R2_T22_Plate1,A5,
EVO2D_IRA1_NON_R2_T22_Plate1-A6,EVO2D_IRA1_NON_R2_T22_Plate1,A6,
EVO2D_IRA1_NON_R2_T22_Plate1-A7,EVO2D_IRA1_NON_R2_T22_Plate1,A7,
EVO2D_IRA1_NON_R2_T22_Plate1-A8,EVO2D_IRA1_NON_R2_T22_Plate1,A8,
EVO2D_IRA1_NON_R2_T22_Plate1-A9,EVO2D_IRA1_NON_R2_T22_Plate1,A9,
EVO2D_IRA1_NON_R2_T22_Plate1-A10,EVO2D_IRA1_NON_R2_T22_Plate1,A10,y
EVO2D_IRA1_NON_R2_T22_Plate1-A11,EVO2D_IRA1_NON_R2_T22_Plate1,A11,y
EVO2D_IRA1_NON_R2_T22_Plate1-A12,EVO2D_IRA1_NON_R2_T22_Plate1,A12,y
EVO2D_IRA1_NON_R2_T22_Plate1-B1,EVO2D_IRA1_NON_R2_T22_Plate1,B1,y
EVO2D_IRA1_NON_R2_T22_Plate1-B2,EVO2D_IRA1_NON_R2_T22_Plate1,B2,?
EVO2D_IRA1_NON_R2_T22_Plate1-B3,EVO2D_IRA1_NON_R2_T22_Plate1,B3,?
EVO2D_IRA1_NON_R2_T22_Plate1-B4,EVO2D_IRA1_NON_R2_T22_Plate1,B4,y
EVO2D_IRA1_NON_R2_T22_Plate1-B5,EVO2D_IRA1_NON_R2_T22_Plate1,B5,
EVO2D_IRA1_NON_R2_T22_Plate1-B6,EVO2D_IRA1_NON_R2_T22_Plate1,B6,y
EVO2D_IRA1_NON_R2_T22_Plate1-B7,EVO2D_IRA1_NON_R2_T22_Plate1,B7,?
EVO2D_IRA1_NON_R2_T22_Plate1-B8,EVO2D_IRA1_NON_R2_T22_Plate1,B8,
EVO2D_IRA1_NON_R2_T22_Plate1-B9,EVO2D_IRA1_NON_R2_T22_Plate1,B9,
EVO2D_IRA1_NON_R2_T22_Plate1-B10,EVO2D_IRA1_NON_R2_T22_Plate1,B10,
EVO2D_IRA1_NON_R2_T22_Plate1-B11,EVO2D_IRA1_NON_R2_T22_Plate1,B11,y
EVO2D_IRA1_NON_R2_T22_Plate1-B12,EVO2D_IRA1_NON_R2_T22_Plate1,B12,
EVO2D_IRA1_NON_R2_T22_Plate1-C1,EVO2D_IRA1_NON_R2_T22_Plate1,C1,
EVO2D_IRA1_NON_R2_T22_Plate1-C2,EVO2D_IRA1_NON_R2_T22_Plate1,C2,
EVO2D_IRA1_NON_R2_T22_Plate1-C3,EVO2D_IRA1_NON_R2_T22_Plate1,C3,
EVO2D_IRA1_NON_R2_T22_Plate1-C4,EVO2D_IRA1_NON_R2_T22_Plate1,C4,y
EVO2D_IRA1_NON_R2_T22_Plate1-C5,EVO2D_IRA1_NON_R2_T22_Plate1,C5,
EVO2D_IRA1_NON_R2_T22_Plate1-C6,EVO2D_IRA1_NON_R2_T22_Plate1,C6,y
EVO2D_IRA1_NON_R2_T22_Plate1-C7,EVO2D_IRA1_NON_R2_T22_Plate1,C7,y
EVO2D_IRA1_NON_R2_T22_Plate1-C8,EVO2D_IRA1_NON_R2_T22_Plate1,C8,
EVO2D_IRA1_NON_R2_T22_Plate1-C9,EVO2D_IRA1_NON_R2_T22_Plate1,C9,
EVO2D_IRA1_NON_R2_T22_Plate1-C10,EVO2D_IRA1_NON_R2_T22_Plate1,C10,?
EVO2D_IRA1_NON_R2_T22_Plate1-C11,EVO2D_IRA1_NON_R2_T22_Plate1,C11,
EVO2D_IRA1_NON_R2_T22_Plate1-C12,EVO2D_IRA1_NON_R2_T22_Plate1,C12,?
EVO2D_IRA1_NON_R2_T22_Plate1-D1,EVO2D_IRA1_NON_R2_T22_Plate1,D1,y
EVO2D_IRA1_NON_R2_T22_Plate1-D2,EVO2D_IRA1_NON_R2_T22_Plate1,D2,
EVO2D_IRA1_NON_R2_T22_Plate1-D3,EVO2D_IRA1_NON_R2_T22_Plate1,D3,
EVO2D_IRA1_NON_R2_T22_Plate1-D4,EVO2D_IRA1_NON_R2_T22_Plate1,D4,
EVO2D_IRA1_NON_R2_T22_Plate1-D5,EVO2D_IRA1_NON_R2_T22_Plate1,D5,?
EVO2D_IRA1_NON_R2_T22_Plate1-D6,EVO2D_IRA1_NON_R2_T22_Plate1,D6,y
EVO2D_IRA1_NON_R2_T22_Plate1-D7,EVO2D_IRA1_NON_R2_T22_Plate1,D7,
EVO2D_IRA1_NON_R2_T22_Plate1-D8,EVO2D_IRA1_NON_R2_T22_Plate1,D8,
EVO2D_IRA1_NON_R2_T22_Plate1-D9,EVO2D_IRA1_NON_R2_T22_Plate1,D9,
EVO2D_IRA1_NON_R2_T22_Plate1-D10,EVO2D_IRA1_NON_R2_T22_Plate1,D10,y
EVO2D_IRA1_NON_R2_T22_Plate1-D11,EVO2D_IRA1_NON_R2_T22_Plate1,D11,?
EVO2D_IRA1_NON_R2_T22_Plate1-D12,EVO2D_IRA1_NON_R2_T22_Plate1,D12,
EVO2D_IRA1_NON_R2_T22_Plate1-E1,EVO2D_IRA1_NON_R2_T22_Plate1,E1,?
EVO2D_IRA1_NON_R2_T22_Plate1-E2,EVO2D_IRA1_NON_R2_T22_Plate1,E2,?
EVO2D_IRA1_NON_R2_T22_Plate1-E3,EVO2D_IRA1_NON_R2_T22_Plate1,E3,?
EVO2D_IRA1_NON_R2_T22_Plate1-E4,EVO2D_IRA1_NON_R2_T22_Plate1,E4,?
EVO2D_IRA1_NON_R2_T22_Plate1-E5,EVO2D_IRA1_NON_R2_T22_Plate1,E5,
EVO2D_IRA1_NON_R2_T22_Plate1-E6,EVO2D_IRA1_NON_R2_T22_Plate1,E6,y
EVO2D_IRA1_NON_R2_T22_Plate1-E7,EVO2D_IRA1_NON_R2_T22_Plate1,E7,y
EVO2D_IRA1_NON_R2_T22_Plate1-E8,EVO2D_IRA1_NON_R2_T22_Plate1,E8,
EVO2D_IRA1_NON_R2_T22_Plate1-E9,EVO2D_IRA1_NON_R2_T22_Plate1,E9,
EVO2D_IRA1_NON_R2_T22_Plate1-E10,EVO2D_IRA1_NON_R2_T22_Plate1,E10,y
EVO2D_IRA1_NON_R2_T22_Plate1-E11,EVO2D_IRA1_NON_R2_T22_Plate1,E11,
EVO2D_IRA1_NON_R2_T22_Plate1-E12,EVO2D_IRA1_NON_R2_T22_Plate1,E12,
EVO2D_IRA1_NON_R2_T22_Plate1-F1,EVO2D_IRA1_NON_R2_T22_Plate1,F1,y
EVO2D_IRA1_NON_R2_T22_Plate1-F2,EVO2D_IRA1_NON_R2_T22_Plate1,F2,?
EVO2D_IRA1_NON_R2_T22_Plate1-F3,EVO2D_IRA1_NON_R2_T22_Plate1,F3,
EVO2D_IRA1_NON_R2_T22_Plate1-F4,EVO2D_IRA1_NON_R2_T22_Plate1,F4,
EVO2D_IRA1_NON_R2_T22_Plate1-F5,EVO2D_IRA1_NON_R2_T22_Plate1,F5,?
EVO2D_IRA1_NON_R2_T22_Plate1-F6,EVO2D_IRA1_NON_R2_T22_Plate1,F6,
EVO2D_IRA1_NON_R2_T22_Plate1-F7,EVO2D_IRA1_NON_R2_T22_Plate1,F7,y
EVO2D_IRA1_NON_R2_T22_Plate1-F8,EVO2D_IRA1_NON_R2_T22_Plate1,F8,y
EVO2D_IRA1_NON_R2_T22_Plate1-F9,EVO2D_IRA1_NON_R2_T22_Plate1,F9,
EVO2D_IRA1_NON_R2_T22_Plate1-F10,EVO2D_IRA1_NON_R2_T22_Plate1,F10,?
EVO2D_IRA1_NON_R2_T22_Plate1-F11,EVO2D_IRA1_NON_R2_T22_Plate1,F11,
EVO2D_IRA1_NON_R2_T22_Plate1-F12,EVO2D_IRA1_NON_R2_T22_Plate1,F12,?
EVO2D_IRA1_NON_R2_T22_Plate1-G1,EVO2D_IRA1_NON_R2_T22_Plate1,G1,y
EVO2D_IRA1_NON_R2_T22_Plate1-G2,EVO2D_IRA1_NON_R2_T22_Plate1,G2,y
EVO2D_IRA1_NON_R2_T22_Plate1-G3,EVO2D_IRA1_NON_R2_T22_Plate1,G3,y
EVO2D_IRA1_NON_R2_T22_Plate1-G4,EVO2D_IRA1_NON_R2_T22_Plate1,G4,y
EVO2D_IRA1_NON_R2_T22_Plate1-G5,EVO2D_IRA1_NON_R2_T22_Plate1,G5,y
EVO2D_IRA1_NON_R2_T22_Plate1-G6,EVO2D_IRA1_NON_R2_T22_Plate1,G6,?
EVO2D_IRA1_NON_R2_T22_Plate1-G7,EVO2D_IRA1_NON_R2_T22_Plate1,G7,?
EVO2D_IRA1_NON_R2_T22_Plate1-G8,EVO2D_IRA1_NON_R2_T22_Plate1,G8,
EVO2D_IRA1_NON_R2_T22_Plate1-G9,EVO2D_IRA1_NON_R2_T22_Plate1,G9,
EVO2D_IRA1_NON_R2_T22_Plate1-G10,EVO2D_IRA1_NON_R2_T22_Plate1,G10,
EVO2D_IRA1_NON_R2_T22_Plate1-G11,EVO2D_IRA1_NON_R2_T22_Plate1,G11,
EVO2D_IRA1_NON_R2_T22_Plate1-G12,EVO2D_IRA1_NON_R2_T22_Plate1,G12,
EVO2D_IRA1_NON_R2_T22_Plate1-H1,EVO2D_IRA1_NON_R2_T22_Plate1,H1,y
EVO2D_IRA1_NON_R2_T22_Plate1-H2,EVO2D_IRA1_NON_R2_T22_Plate1,H2,y
EVO2D_IRA1_NON_R2_T22_Plate1-H3,EVO2D_IRA1_NON_R2_T22_Plate1,H3,y
EVO2D_IRA1_NON_R2_T22_Plate1-H4,EVO2D_IRA1_NON_R2_T22_Plate1,H4,y
EVO2D_IRA1_NON_R2_T22_Plate1-H5,EVO2D_IRA1_NON_R2_T22_Plate1,H5,y
EVO2D_IRA1_NON_R2_T22_Plate1-H6,EVO2D_IRA1_NON_R2_T22_Plate1,H6,y
EVO2D_IRA1_NON_R2_T22_Plate1-H7,EVO2D_IRA1_NON_R2_T22_Plate1,H7,y
EVO2D_IRA1_NON_R2_T22_Plate1-H8,EVO2D_IRA1_NON_R2_T22_Plate1,H8,y
EVO2D_IRA1_NON_R2_T22_Plate1-H9,EVO2D_IRA1_NON_R2_T22_Plate1,H9,y
EVO2D_IRA1_NON_R2_T22_Plate1-H10,EVO2D_IRA1_NON_R2_T22_Plate1,H10,y
EVO2D_IRA1_NON_R2_T22_Plate1-H11,EVO2D_IRA1_NON_R2_T22_Plate1,H11,
EVO2D_IRA1_NON_R2_T22_Plate1-H12,EVO2D_IRA1_NON_R2_T22_Plate1,H12,
EVO2D_IRA1_NON_R2_T22_Plate2-A1,EVO2D_IRA1_NON_R2_T22_Plate2,A1,?
EVO2D_IRA1_NON_R2_T22_Plate2-A2,EVO2D_IRA1_NON_R2_T22_Plate2,A2,
EVO2D_IRA1_NON_R2_T22_Plate2-A3,EVO2D_IRA1_NON_R2_T22_Plate2,A3,y
EVO2D_IRA1_NON_R2_T22_Plate2-A4,EVO2D_IRA1_NON_R2_T22_Plate2,A4,y
EVO2D_IRA1_NON_R2_T22_Plate2-A5,EVO2D_IRA1_NON_R2_T22_Plate2,A5,y
EVO2D_IRA1_NON_R2_T22_Plate2-A6,EVO2D_IRA1_NON_R2_T22_Plate2,A6,y
EVO2D_IRA1_NON_R2_T22_Plate2-A7,EVO2D_IRA1_NON_R2_T22_Plate2,A7,y
EVO2D_IRA1_NON_R2_T22_Plate2-A8,EVO2D_IRA1_NON_R2_T22_Plate2,A8,y
EVO2D_IRA1_NON_R2_T22_Plate2-A9,EVO2D_IRA1_NON_R2_T22_Plate2,A9,?
EVO2D_IRA1_NON_R2_T22_Plate2-A10,EVO2D_IRA1_NON_R2_T22_Plate2,A10,
EVO2D_IRA1_NON_R2_T22_Plate2-A11,EVO2D_IRA1_NON_R2_T22_Plate2,A11,
EVO2D_IRA1_NON_R2_T22_Plate2-A12,EVO2D_IRA1_NON_R2_T22_Plate2,A12,y
EVO2D_IRA1_NON_R2_T22_Plate2-B1,EVO2D_IRA1_NON_R2_T22_Plate2,B1,y
EVO2D_IRA1_NON_R2_T22_Plate2-B2,EVO2D_IRA1_NON_R2_T22_Plate2,B2,
EVO2D_IRA1_NON_R2_T22_Plate2-B3,EVO2D_IRA1_NON_R2_T22_Plate2,B3,
EVO2D_IRA1_NON_R2_T22_Plate2-B4,EVO2D_IRA1_NON_R2_T22_Plate2,B4,
EVO2D_IRA1_NON_R2_T22_Plate2-B5,EVO2D_IRA1_NON_R2_T22_Plate2,B5,
EVO2D_IRA1_NON_R2_T22_Plate2-B6,EVO2D_IRA1_NON_R2_T22_Plate2,B6,
EVO2D_IRA1_NON_R2_T22_Plate2-B7,EVO2D_IRA1_NON_R2_T22_Plate2,B7,
EVO2D_IRA1_NON_R2_T22_Plate2-B8,EVO2D_IRA1_NON_R2_T22_Plate2,B8,
EVO2D_IRA1_NON_R2_T22_Plate2-B9,EVO2D_IRA1_NON_R2_T22_Plate2,B9,
EVO2D_IRA1_NON_R2_T22_Plate2-B10,EVO2D_IRA1_NON_R2_T22_Plate2,B10,y
EVO2D_IRA1_NON_R2_T22_Plate2-B11,EVO2D_IRA1_NON_R2_T22_Plate2,B11,
EVO2D_IRA1_NON_R2_T22_Plate2-B12,EVO2D_IRA1_NON_R2_T22_Plate2,B12,
EVO2D_IRA1_NON_R2_T22_Plate2-C1,EVO2D_IRA1_NON_R2_T22_Plate2,C1,
EVO2D_IRA1_NON_R2_T22_Plate2-C2,EVO2D_IRA1_NON_R2_T22_Plate2,C2,
EVO2D_IRA1_NON_R2_T22_Plate2-C3,EVO2D_IRA1_NON_R2_T22_Plate2,C3,y
EVO2D_IRA1_NON_R2_T22_Plate2-C4,EVO2D_IRA1_NON_R2_T22_Plate2,C4,
EVO2D_IRA1_NON_R2_T22_Plate2-C5,EVO2D_IRA1_NON_R2_T22_Plate2,C5,
EVO2D_IRA1_NON_R2_T22_Plate2-C6,EVO2D_IRA1_NON_R2_T22_Plate2,C6,
EVO2D_IRA1_NON_R2_T22_Plate2-C7,EVO2D_IRA1_NON_R2_T22_Plate2,C7,
EVO2D_IRA1_NON_R2_T22_Plate2-C8,EVO2D_IRA1_NON_R2_T22_Plate2,C8,
EVO2D_IRA1_NON_R2_T22_Plate2-C9,EVO2D_IRA1_NON_R2_T22_Plate2,C9,
EVO2D_IRA1_NON_R2_T22_Plate2-C10,EVO2D_IRA1_NON_R2_T22_Plate2,C10,
EVO2D_IRA1_NON_R2_T22_Plate2-C11,EVO2D_IRA1_NON_R2_T22_Plate2,C11,y
EVO2D_IRA1_NON_R2_T22_Plate2-C12,EVO2D_IRA1_NON_R2_T22_Plate2,C12,
EVO2D_IRA1_NON_R2_T22_Plate2-D1,EVO2D_IRA1_NON_R2_T22_Plate2,D1,
EVO2D_IRA1_NON_R2_T22_Plate2-D2,EVO2D_IRA1_NON_R2_T22_Plate2,D2,
EVO2D_IRA1_NON_R2_T22_Plate2-D3,EVO2D_IRA1_NON_R2_T22_Plate2,D3,
EVO2D_IRA1_NON_R2_T22_Plate2-D4,EVO2D_IRA1_NON_R2_T22_Plate2,D4,
EVO2D_IRA1_NON_R2_T22_Plate2-D5,EVO2D_IRA1_NON_R2_T22_Plate2,D5,
EVO2D_IRA1_NON_R2_T22_Plate2-D6,EVO2D_IRA1_NON_R2_T22_Plate2,D6,?
EVO2D_IRA1_NON_R2_T22_Plate2-D7,EVO2D_IRA1_NON_R2_T22_Plate2,D7,
EVO2D_IRA1_NON_R2_T22_Plate2-D8,EVO2D_IRA1_NON_R2_T22_Plate2,D8,
EVO2D_IRA1_NON_R2_T22_Plate2-D9,EVO2D_IRA1_NON_R2_T22_Plate2,D9,
EVO2D_IRA1_NON_R2_T22_Plate2-D10,EVO2D_IRA1_NON_R2_T22_Plate2,D10,
EVO2D_IRA1_NON_R2_T22_Plate2-D11,EVO2D_IRA1_NON_R2_T22_Plate2,D11,
EVO2D_IRA1_NON_R2_T22_Plate2-D12,EVO2D_IRA1_NON_R2_T22_Plate2,D12,
EVO2D_IRA1_NON_R2_T22_Plate2-E1,EVO2D_IRA1_NON_R2_T22_Plate2,E1,?
EVO2D_IRA1_NON_R2_T22_Plate2-E2,EVO2D_IRA1_NON_R2_T22_Plate2,E2,
EVO2D_IRA1_NON_R2_T22_Plate2-E3,EVO2D_IRA1_NON_R2_T22_Plate2,E3,?
EVO2D_IRA1_NON_R2_T22_Plate2-E4,EVO2D_IRA1_NON_R2_T22_Plate2,E4,?
EVO2D_IRA1_NON_R2_T22_Plate2-E5,EVO2D_IRA1_NON_R2_T22_Plate2,E5,
EVO2D_IRA1_NON_R2_T22_Plate2-E6,EVO2D_IRA1_NON_R2_T22_Plate2,E6,
EVO2D_IRA1_NON_R2_T22_Plate2-E7,EVO2D_IRA1_NON_R2_T22_Plate2,E7,y
EVO2D_IRA1_NON_R2_T22_Plate2-E8,EVO2D_IRA1_NON_R2_T22_Plate2,E8,
EVO2D_IRA1_NON_R2_T22_Plate2-E9,EVO2D_IRA1_NON_R2_T22_Plate2,E9,?
EVO2D_IRA1_NON_R2_T22_Plate2-E10,EVO2D_IRA1_NON_R2_T22_Plate2,E10,?
EVO2D_IRA1_NON_R2_T22_Plate2-E11,EVO2D_IRA1_NON_R2_T22_Plate2,E11,
EVO2D_IRA1_NON_R2_T22_Plate2-E12,EVO2D_IRA1_NON_R2_T22_Plate2,E12,
EVO2D_IRA1_NON_R2_T22_Plate2-F1,EVO2D_IRA1_NON_R2_T22_Plate2,F1,y
EVO2D_IRA1_NON_R2_T22_Plate2-F2,EVO2D_IRA1_NON_R2_T22_Plate2,F2,
EVO2D_IRA1_NON_R2_T22_Plate2-F3,EVO2D_IRA1_NON_R2_T22_Plate2,F3,
EVO2D_IRA1_NON_R2_T22_Plate2-F4,EVO2D_IRA1_NON_R2_T22_Plate2,F4,
EVO2D_IRA1_NON_R2_T22_Plate2-F5,EVO2D_IRA1_NON_R2_T22_Plate2,F5,?
EVO2D_IRA1_NON_R2_T22_Plate2-F6,EVO2D_IRA1_NON_R2_T22_Plate2,F6,
EVO2D_IRA1_NON_R2_T22_Plate2-F7,EVO2D_IRA1_NON_R2_T22_Plate2,F7,
EVO2D_IRA1_NON_R2_T22_Plate2-F8,EVO2D_IRA1_NON_R2_T22_Plate2,F8,
EVO2D_IRA1_NON_R2_T22_Plate2-F9,EVO2D_IRA1_NON_R2_T22_Plate2,F9,
EVO2D_IRA1_NON_R2_T22_Plate2-F10,EVO2D_IRA1_NON_R2_T22_Plate2,F10,
EVO2D_IRA1_NON_R2_T22_Plate2-F11,EVO2D_IRA1_NON_R2_T22_Plate2,F11,
EVO2D_IRA1_NON_R2_T22_Plate2-F12,EVO2D_IRA1_NON_R2_T22_Plate2,F12,
EVO2D_IRA1_NON_R2_T22_Plate2-G1,EVO2D_IRA1_NON_R2_T22_Plate2,G1,
EVO2D_IRA1_NON_R2_T22_Plate2-G2,EVO2D_IRA1_NON_R2_T22_Plate2,G2,
EVO2D_IRA1_NON_R2_T22_Plate2-G3,EVO2D_IRA1_NON_R2_T22_Plate2,G3,
EVO2D_IRA1_NON_R2_T22_Plate2-G4,EVO2D_IRA1_NON_R2_T22_Plate2,G4,
EVO2D_IRA1_NON_R2_T22_Plate2-G5,EVO2D_IRA1_NON_R2_T22_Plate2,G5,
EVO2D_IRA1_NON_R2_T22_Plate2-G6,EVO2D_IRA1_NON_R2_T22_Plate2,G6,
EVO2D_IRA1_NON_R2_T22_Plate2-G7,EVO2D_IRA1_NON_R2_T22_Plate2,G7,y
EVO2D_IRA1_NON_R2_T22_Plate2-G8,EVO2D_IRA1_NON_R2_T22_Plate2,G8,
EVO2D_IRA1_NON_R2_T22_Plate2-G9,EVO2D_IRA1_NON_R2_T22_Plate2,G9,
EVO2D_IRA1_NON_R2_T22_Plate2-G10,EVO2D_IRA1_NON_R2_T22_Plate2,G10,y
EVO2D_IRA1_NON_R2_T22_Plate2-G11,EVO2D_IRA1_NON_R2_T22_Plate2,G11,
EVO2D_IRA1_NON_R2_T22_Plate2-G12,EVO2D_IRA1_NON_R2_T22_Plate2,G12,
EVO2D_IRA1_NON_R2_T22_Plate2-H1,EVO2D_IRA1_NON_R2_T22_Plate2,H1,y
EVO2D_IRA1_NON_R2_T22_Plate2-H2,EVO2D_IRA1_NON_R2_T22_Plate2,H2,y
EVO2D_IRA1_NON_R2_T22_Plate2-H3,EVO2D_IRA1_NON_R2_T22_Plate2,H3,
EVO2D_IRA1_NON_R2_T22_Plate2-H4,EVO2D_IRA1_NON_R2_T22_Plate2,H4,
EVO2D_IRA1_NON_R2_T22_Plate2-H5,EVO2D_IRA1_NON_R2_T22_Plate2,H5,
EVO2D_IRA1_NON_R2_T22_Plate2-H6,EVO2D_IRA1_NON_R2_T22_Plate2,H6,
EVO2D_IRA1_NON_R2_T22_Plate2-H7,EVO2D_IRA1_NON_R2_T22_Plate2,H7,
EVO2D_IRA1_NON_R2_T22_Plate2-H8,EVO2D_IRA1_NON_R2_T22_Plate2,H8,
EVO2D_IRA1_NON_R2_T22_Plate2-H9,EVO2D_IRA1_NON_R2_T22_Plate2,H9,
EVO2D_IRA1_NON_R2_T22_Plate2-H10,EVO2D_IRA1_NON_R2_T22_Plate2,H10,y
EVO2D_IRA1_NON_R2_T22_Plate2-H11,EVO2D_IRA1_NON_R2_T22_Plate2,H11,y
EVO2D_IRA1_NON_R2_T22_Plate2-H12,EVO2D_IRA1_NON_R2_T22_Plate2,H12,y
EVO2D_IRA1_NON_R2_T22_Plate3-A1,EVO2D_IRA1_NON_R2_T22_Plate3,A1,y
EVO2D_IRA1_NON_R2_T22_Plate3-A2,EVO2D_IRA1_NON_R2_T22_Plate3,A2,?
EVO2D_IRA1_NON_R2_T22_Plate3-A3,EVO2D_IRA1_NON_R2_T22_Plate3,A3,
EVO2D_IRA1_NON_R2_T22_Plate3-A4,EVO2D_IRA1_NON_R2_T22_Plate3,A4,?
EVO2D_IRA1_NON_R2_T22_Plate3-A5,EVO2D_IRA1_NON_R2_T22_Plate3,A5,y
EVO2D_IRA1_NON_R2_T22_Plate3-A6,EVO2D_IRA1_NON_R2_T22_Plate3,A6,
EVO2D_IRA1_NON_R2_T22_Plate3-A7,EVO2D_IRA1_NON_R2_T22_Plate3,A7,
EVO2D_IRA1_NON_R2_T22_Plate3-A8,EVO2D_IRA1_NON_R2_T22_Plate3,A8,
EVO2D_IRA1_NON_R2_T22_Plate3-A9,EVO2D_IRA1_NON_R2_T22_Plate3,A9,
EVO2D_IRA1_NON_R2_T22_Plate3-A10,EVO2D_IRA1_NON_R2_T22_Plate3,A10,y
EVO2D_IRA1_NON_R2_T22_Plate3-A11,EVO2D_IRA1_NON_R2_T22_Plate3,A11,?
EVO2D_IRA1_NON_R2_T22_Plate3-A12,EVO2D_IRA1_NON_R2_T22_Plate3,A12,
EVO2D_IRA1_NON_R2_T22_Plate3-B1,EVO2D_IRA1_NON_R2_T22_Plate3,B1,?
